Date,Close,Volume
1938-09-14,11.3,0
1938-09-15,11.67,0
1938-09-16,11.43,0
1938-09-19,11.5,0
1938-09-20,11.89,0
1938-09-21,11.96,0
1938-09-22,11.75,0
1938-09-23,11.36,0
1938-09-26,11.02,0
1938-09-27,10.99,0
1938-09-28,11.48,0
1938-09-29,11.9,0
1938-09-30,12.24,0
1938-10-03,12.52,0
1938-10-04,12.48,0
1938-10-05,12.86,0
1938-10-06,12.82,0
1938-10-07,12.85,0
1938-10-10,13.91,0
1938-10-11,12.84,0
1938-10-13,13.24,0
1938-10-14,13.15,0
1938-10-17,13.07,0
1938-10-18,13.25,0
1938-10-19,13.01,0
1938-10-20,13.21,0
1938-10-21,13.25,0
1938-10-24,13.4,0
1938-10-25,13.43,0
1938-10-26,13.26,0
1938-10-27,13.33,0
1938-10-28,13.14,0
1938-10-31,13.17,0
1938-11-01,13.1,0
1938-11-02,13.15,0
1938-11-03,13.19,0
1938-11-04,13.17,0
1938-11-07,13.43,0
1938-11-09,13.79,0
1938-11-10,13.7,0
1938-11-14,13.43,0
1938-11-15,13.35,0
1938-11-16,12.97,0
1938-11-17,13.12,0
1938-11-18,12.84,0
1938-11-21,12.88,0
1938-11-22,12.77,0
1938-11-23,12.8,0
1938-11-25,12.82,0
1938-11-28,12.37,0
1938-11-29,12.43,0
1938-11-30,12.73,0
1938-12-01,12.61,0
1938-12-02,12.48,0
1938-12-05,12.4,0
1938-12-06,12.5,0
1938-12-07,12.54,0
1938-12-08,12.39,0
1938-12-09,12.32,0
1938-12-12,12.46,0
1938-12-13,12.59,0
1938-12-14,12.86,0
1938-12-15,12.89,0
1938-12-16,12.9,0
1938-12-19,12.68,0
1938-12-20,12.66,0
1938-12-21,12.58,0
1938-12-22,12.67,0
1938-12-23,12.81,0
1938-12-27,12.73,0
1938-12-28,12.85,0
1938-12-29,13.13,0
1938-12-30,13.14,0
1939-01-03,13.08,0
1939-01-04,13.23,0
1939-01-05,13.06,0
1939-01-06,13.07,0
1939-01-09,12.79,0
1939-01-10,12.81,0
1939-01-11,12.57,0
1939-01-12,12.47,0
1939-01-13,12.33,0
1939-01-16,12.63,0
1939-01-17,12.73,0
1939-01-18,12.71,0
1939-01-19,12.8,0
1939-01-20,12.75,0
1939-01-23,11.93,0
1939-01-24,11.98,0
1939-01-25,11.91,0
1939-01-26,11.53,0
1939-01-27,11.86,0
1939-01-30,12.16,0
1939-01-31,12.3,0
1939-02-01,12.12,0
1939-02-02,12.38,0
1939-02-03,12.3,0
1939-02-06,12.47,0
1939-02-07,12.32,0
1939-02-08,12.48,0
1939-02-09,12.3,0
1939-02-10,12.33,0
1939-02-14,12.36,0
1939-02-15,12.38,0
1939-02-16,12.48,0
1939-02-17,12.4,0
1939-02-20,12.16,0
1939-02-21,12.23,0
1939-02-23,12.24,0
1939-02-24,12.54,0
1939-02-27,12.63,0
1939-02-28,12.7,0
1939-03-01,12.7,0
1939-03-02,12.68,0
1939-03-03,12.86,0
1939-03-06,12.79,0
1939-03-07,12.85,0
1939-03-08,13.07,0
1939-03-09,13.01,0
1939-03-10,13.1,0
1939-03-13,12.92,0
1939-03-14,12.97,0
1939-03-15,12.61,0
1939-03-16,12.58,0
1939-03-17,12.21,0
1939-03-20,11.95,0
1939-03-21,12.16,0
1939-03-22,11.75,0
1939-03-23,11.92,0
1939-03-24,12.07,0
1939-03-27,11.99,0
1939-03-28,11.83,0
1939-03-29,11.92,0
1939-03-30,11.51,0
1939-03-31,10.98,0
1939-04-03,11.26,0
1939-04-04,11.02,0
1939-04-05,11.06,0
1939-04-06,10.66,0
1939-04-10,10.44,0
1939-04-11,10.42,0
1939-04-12,10.7,0
1939-04-13,10.79,0
1939-04-14,10.63,0
1939-04-17,10.83,0
1939-04-18,10.66,0
1939-04-19,10.79,0
1939-04-20,10.92,0
1939-04-21,10.96,0
1939-04-24,10.78,0
1939-04-25,10.8,0
1939-04-26,10.91,0
1939-04-27,11.03,0
1939-04-28,10.93,0
1939-05-01,10.86,0
1939-05-02,11,0
1939-05-03,11.29,0
1939-05-04,11.25,0
1939-05-05,11.21,0
1939-05-08,11.23,0
1939-05-09,11.43,0
1939-05-10,11.29,0
1939-05-11,11.29,0
1939-05-12,11.21,0
1939-05-15,11.25,0
1939-05-16,10.94,0
1939-05-17,10.87,0
1939-05-18,10.89,0
1939-05-19,10.99,0
1939-05-22,11.17,0
1939-05-23,11.11,0
1939-05-24,11.43,0
1939-05-25,11.45,0
1939-05-26,11.49,0
1939-05-29,11.65,0
1939-05-31,11.6,0
1939-06-01,11.42,0
1939-06-02,11.48,0
1939-06-05,11.51,0
1939-06-06,11.66,0
1939-06-07,11.67,0
1939-06-08,11.64,0
1939-06-09,11.8,0
1939-06-12,11.66,0
1939-06-13,11.58,0
1939-06-14,11.53,0
1939-06-15,11.25,0
1939-06-16,11.28,0
1939-06-19,11.42,0
1939-06-20,11.52,0
1939-06-21,11.52,0
1939-06-22,11.45,0
1939-06-23,11.5,0
1939-06-26,11.24,0
1939-06-27,11.29,0
1939-06-28,11.06,0
1939-06-29,10.79,0
1939-06-30,10.86,0
1939-07-03,11,0
1939-07-05,11.2,0
1939-07-06,11.19,0
1939-07-07,11.13,0
1939-07-10,11.17,0
1939-07-11,11.31,0
1939-07-12,11.55,0
1939-07-13,11.64,0
1939-07-14,11.55,0
1939-07-17,12.07,0
1939-07-18,12.16,0
1939-07-19,12,0
1939-07-20,11.85,0
1939-07-21,12.09,0
1939-07-24,12.13,0
1939-07-25,12.05,0
1939-07-26,12.17,0
1939-07-27,12.18,0
1939-07-28,12.14,0
1939-07-31,12.04,0
1939-08-01,12.04,0
1939-08-02,12.16,0
1939-08-03,12.12,0
1939-08-04,11.9,0
1939-08-07,11.84,0
1939-08-08,11.87,0
1939-08-09,11.78,0
1939-08-10,11.54,0
1939-08-11,11.56,0
1939-08-14,11.78,0
1939-08-15,11.89,0
1939-08-16,11.58,0
1939-08-17,11.57,0
1939-08-18,11.33,0
1939-08-21,11.03,0
1939-08-22,11.24,0
1939-08-23,10.89,0
1939-08-24,10.86,0
1939-08-25,11.09,0
1939-08-28,11.17,0
1939-08-29,11.48,0
1939-08-30,11.36,0
1939-08-31,11.18,0
1939-09-01,11.3,0
1939-09-05,12.64,0
1939-09-06,12.53,0
1939-09-07,12.5,0
1939-09-08,12.69,0
1939-09-11,13.02,0
1939-09-12,13.17,0
1939-09-13,13.03,0
1939-09-14,13.08,0
1939-09-15,13.07,0
1939-09-18,12.47,0
1939-09-19,12.95,0
1939-09-20,12.94,0
1939-09-21,13.02,0
1939-09-22,12.92,0
1939-09-25,12.95,0
1939-09-26,13.11,0
1939-09-27,13.11,0
1939-09-28,12.86,0
1939-09-29,12.79,0
1939-10-02,12.88,0
1939-10-03,12.77,0
1939-10-04,12.79,0
1939-10-05,12.82,0
1939-10-06,12.8,0
1939-10-09,12.73,0
1939-10-10,12.76,0
1939-10-11,12.84,0
1939-10-13,12.74,0
1939-10-16,12.74,0
1939-10-17,13.09,0
1939-10-18,13,0
1939-10-19,12.98,0
1939-10-20,12.94,0
1939-10-23,12.99,0
1939-10-24,13.02,0
1939-10-25,13.21,0
1939-10-26,13.08,0
1939-10-27,13.02,0
1939-10-30,12.96,0
1939-10-31,12.83,0
1939-11-01,12.82,0
1939-11-02,12.84,0
1939-11-03,12.95,0
1939-11-06,12.82,0
1939-11-08,12.75,0
1939-11-09,12.58,0
1939-11-10,12.64,0
1939-11-13,12.65,0
1939-11-14,12.74,0
1939-11-15,12.63,0
1939-11-16,12.79,0
1939-11-17,12.75,0
1939-11-20,12.79,0
1939-11-21,12.7,0
1939-11-22,12.68,0
1939-11-24,12.49,0
1939-11-27,12.52,0
1939-11-28,12.47,0
1939-11-29,12.33,0
1939-11-30,12.2,0
1939-12-01,12.29,0
1939-12-04,12.28,0
1939-12-05,12.26,0
1939-12-06,12.45,0
1939-12-07,12.46,0
1939-12-08,12.36,0
1939-12-11,12.23,0
1939-12-12,12.19,0
1939-12-13,12.38,0
1939-12-14,12.36,0
1939-12-15,12.4,0
1939-12-18,12.37,0
1939-12-19,12.34,0
1939-12-20,12.39,0
1939-12-21,12.38,0
1939-12-22,12.44,0
1939-12-26,12.38,0
1939-12-27,12.31,0
1939-12-28,12.42,0
1939-12-29,12.46,0
1940-01-02,12.63,0
1940-01-03,12.77,0
1940-01-04,12.73,0
1940-01-05,12.66,0
1940-01-08,12.67,0
1940-01-09,12.55,0
1940-01-10,12.57,0
1940-01-11,12.37,0
1940-01-12,12.13,0
1940-01-15,12.07,0
1940-01-16,12.14,0
1940-01-17,12.15,0
1940-01-18,12.13,0
1940-01-19,12.15,0
1940-01-22,12.06,0
1940-01-23,12.11,0
1940-01-24,12.27,0
1940-01-25,12.16,0
1940-01-26,12.15,0
1940-01-29,12.16,0
1940-01-30,12.09,0
1940-01-31,12.05,0
1940-02-01,12.05,0
1940-02-02,12.06,0
1940-02-05,12.04,0
1940-02-06,12.14,0
1940-02-07,12.22,0
1940-02-08,12.37,0
1940-02-09,12.37,0
1940-02-13,12.33,0
1940-02-14,12.28,0
1940-02-15,12.28,0
1940-02-16,12.29,0
1940-02-19,12.29,0
1940-02-20,12.35,0
1940-02-21,12.32,0
1940-02-23,12.23,0
1940-02-26,12.16,0
1940-02-27,12.14,0
1940-02-28,12.15,0
1940-02-29,12.13,0
1940-03-01,12.06,0
1940-03-04,12.09,0
1940-03-05,12.15,0
1940-03-06,12.24,0
1940-03-07,12.25,0
1940-03-08,12.2,0
1940-03-11,12.24,0
1940-03-12,12.27,0
1940-03-13,12.25,0
1940-03-14,12.22,0
1940-03-15,12.07,0
1940-03-18,12,0
1940-03-19,12.09,0
1940-03-20,12.14,0
1940-03-21,12.14,0
1940-03-25,12.07,0
1940-03-26,12.01,0
1940-03-27,12.17,0
1940-03-28,12.14,0
1940-03-29,12.18,0
1940-04-01,12.21,0
1940-04-02,12.25,0
1940-04-03,12.44,0
1940-04-04,12.52,0
1940-04-05,12.48,0
1940-04-08,12.59,0
1940-04-09,12.46,0
1940-04-10,12.35,0
1940-04-11,12.39,0
1940-04-12,12.32,0
1940-04-15,12.32,0
1940-04-16,12.15,0
1940-04-17,12.16,0
1940-04-18,12.04,0
1940-04-19,12.04,0
1940-04-22,12.14,0
1940-04-23,12.23,0
1940-04-24,12.18,0
1940-04-25,12.19,0
1940-04-26,12.08,0
1940-04-29,12.12,0
1940-04-30,12.19,0
1940-05-01,12.03,0
1940-05-02,12.1,0
1940-05-03,12.12,0
1940-05-06,12.06,0
1940-05-07,12.09,0
1940-05-08,12.11,0
1940-05-09,12.12,0
1940-05-10,11.76,0
1940-05-13,11.11,0
1940-05-14,10.28,0
1940-05-15,10.38,0
1940-05-16,10.48,0
1940-05-17,9.95,0
1940-05-20,9.79,0
1940-05-21,9.14,0
1940-05-22,9.18,0
1940-05-23,9.2,0
1940-05-24,9.16,0
1940-05-27,9.38,0
1940-05-28,9.19,0
1940-05-29,9.25,0
1940-05-31,9.27,0
1940-06-03,9.11,0
1940-06-04,9.23,0
1940-06-05,9.09,0
1940-06-06,9.22,0
1940-06-07,9.34,0
1940-06-10,8.99,0
1940-06-11,9.42,0
1940-06-12,9.89,0
1940-06-13,9.7,0
1940-06-14,9.94,0
1940-06-17,9.98,0
1940-06-18,10.01,0
1940-06-19,10.03,0
1940-06-20,9.91,0
1940-06-21,9.91,0
1940-06-24,10.1,0
1940-06-25,9.81,0
1940-06-26,9.75,0
1940-06-27,9.85,0
1940-06-28,9.98,0
1940-07-01,9.87,0
1940-07-02,9.85,0
1940-07-03,9.88,0
1940-07-05,9.94,0
1940-07-08,9.94,0
1940-07-09,9.94,0
1940-07-10,9.97,0
1940-07-11,9.97,0
1940-07-12,9.95,0
1940-07-15,9.98,0
1940-07-16,10.09,0
1940-07-17,10.06,0
1940-07-18,10.07,0
1940-07-19,9.97,0
1940-07-22,9.97,0
1940-07-23,9.98,0
1940-07-24,9.89,0
1940-07-25,9.92,0
1940-07-26,9.97,0
1940-07-29,10.08,0
1940-07-30,10.33,0
1940-07-31,10.29,0
1940-08-01,10.26,0
1940-08-02,10.25,0
1940-08-05,10.28,0
1940-08-06,10.17,0
1940-08-07,10.17,0
1940-08-08,10.17,0
1940-08-09,10.27,0
1940-08-12,10.38,0
1940-08-13,10,0
1940-08-14,9.91,0
1940-08-15,10,0
1940-08-16,9.84,0
1940-08-19,9.91,0
1940-08-20,10.03,0
1940-08-21,10.21,0
1940-08-22,10.32,0
1940-08-23,10.19,0
1940-08-26,10.23,0
1940-08-27,10.23,0
1940-08-28,10.37,0
1940-08-29,10.32,0
1940-08-30,10.5,0
1940-09-03,10.56,0
1940-09-04,10.78,0
1940-09-05,10.93,0
1940-09-06,10.85,0
1940-09-09,10.52,0
1940-09-10,10.53,0
1940-09-11,10.45,0
1940-09-12,10.3,0
1940-09-13,10.31,0
1940-09-16,10.46,0
1940-09-17,10.54,0
1940-09-18,10.62,0
1940-09-19,10.59,0
1940-09-20,10.59,0
1940-09-23,10.9,0
1940-09-24,10.86,0
1940-09-25,10.84,0
1940-09-26,10.77,0
1940-09-27,10.58,0
1940-09-30,10.66,0
1940-10-01,10.81,0
1940-10-02,10.86,0
1940-10-03,10.87,0
1940-10-04,10.78,0
1940-10-07,10.72,0
1940-10-08,10.54,0
1940-10-09,10.48,0
1940-10-10,10.47,0
1940-10-11,10.58,0
1940-10-14,10.53,0
1940-10-15,10.64,0
1940-10-16,10.68,0
1940-10-17,10.73,0
1940-10-18,10.72,0
1940-10-21,10.65,0
1940-10-22,10.7,0
1940-10-23,10.8,0
1940-10-24,10.73,0
1940-10-25,10.73,0
1940-10-28,10.81,0
1940-10-29,10.83,0
1940-10-30,10.92,0
1940-10-31,11.08,0
1940-11-01,11.08,0
1940-11-04,11.16,0
1940-11-06,10.79,0
1940-11-07,11.39,0
1940-11-08,11.23,0
1940-11-12,11.36,0
1940-11-13,11.26,0
1940-11-14,11.29,0
1940-11-15,11.17,0
1940-11-18,11.04,0
1940-11-19,11.05,0
1940-11-20,10.79,0
1940-11-22,10.79,0
1940-11-25,10.79,0
1940-11-26,10.76,0
1940-11-27,10.56,0
1940-11-28,10.56,0
1940-11-29,10.57,0
1940-12-02,10.62,0
1940-12-03,10.58,0
1940-12-04,10.58,0
1940-12-05,10.51,0
1940-12-06,10.53,0
1940-12-09,10.61,0
1940-12-10,10.61,0
1940-12-11,10.63,0
1940-12-12,10.67,0
1940-12-13,10.69,0
1940-12-16,10.58,0
1940-12-17,10.54,0
1940-12-18,10.44,0
1940-12-19,10.4,0
1940-12-20,10.41,0
1940-12-23,10.38,0
1940-12-24,10.4,0
1940-12-26,10.39,0
1940-12-27,10.44,0
1940-12-30,10.57,0
1940-12-31,10.58,0
1941-01-02,10.48,0
1941-01-03,10.72,0
1941-01-06,10.74,0
1941-01-07,10.75,0
1941-01-08,10.77,0
1941-01-09,10.83,0
1941-01-10,10.86,0
1941-01-13,10.82,0
1941-01-14,10.76,0
1941-01-15,10.67,0
1941-01-16,10.54,0
1941-01-17,10.52,0
1941-01-20,10.47,0
1941-01-21,10.37,0
1941-01-22,10.43,0
1941-01-23,10.42,0
1941-01-24,10.45,0
1941-01-27,10.49,0
1941-01-28,10.43,0
1941-01-29,10.22,0
1941-01-30,10.04,0
1941-01-31,10.07,0
1941-02-03,9.96,0
1941-02-04,9.97,0
1941-02-05,10.15,0
1941-02-06,10.19,0
1941-02-07,10.16,0
1941-02-10,10.15,0
1941-02-11,9.98,0
1941-02-13,9.84,0
1941-02-14,9.53,0
1941-02-17,9.65,0
1941-02-18,9.63,0
1941-02-19,9.55,0
1941-02-20,9.72,0
1941-02-21,9.76,0
1941-02-24,9.84,0
1941-02-25,9.93,0
1941-02-26,9.95,0
1941-02-27,9.88,0
1941-02-28,9.92,0
1941-03-03,9.77,0
1941-03-04,9.82,0
1941-03-05,9.76,0
1941-03-06,9.95,0
1941-03-07,9.9,0
1941-03-10,10.1,0
1941-03-11,10.02,0
1941-03-12,10.02,0
1941-03-13,9.97,0
1941-03-14,9.98,0
1941-03-17,10.03,0
1941-03-18,10.07,0
1941-03-19,10.01,0
1941-03-20,10.02,0
1941-03-21,9.93,0
1941-03-24,9.92,0
1941-03-25,9.96,0
1941-03-26,9.93,0
1941-03-27,10.01,0
1941-03-28,9.94,0
1941-03-31,9.96,0
1941-04-01,9.97,0
1941-04-02,10.01,0
1941-04-03,10.16,0
1941-04-04,10.14,0
1941-04-07,10.05,0
1941-04-08,9.84,0
1941-04-09,9.7,0
1941-04-10,9.69,0
1941-04-14,9.62,0
1941-04-15,9.59,0
1941-04-16,9.59,0
1941-04-17,9.54,0
1941-04-18,9.4,0
1941-04-21,9.37,0
1941-04-22,9.32,0
1941-04-23,9.43,0
1941-04-24,9.47,0
1941-04-25,9.4,0
1941-04-28,9.42,0
1941-04-29,9.44,0
1941-04-30,9.31,0
1941-05-01,9.3,0
1941-05-02,9.33,0
1941-05-05,9.34,0
1941-05-06,9.5,0
1941-05-07,9.47,0
1941-05-08,9.45,0
1941-05-09,9.45,0
1941-05-12,9.56,0
1941-05-13,9.56,0
1941-05-14,9.49,0
1941-05-15,9.33,0
1941-05-16,9.35,0
1941-05-19,9.4,0
1941-05-20,9.56,0
1941-05-21,9.55,0
1941-05-22,9.44,0
1941-05-23,9.44,0
1941-05-26,9.33,0
1941-05-27,9.39,0
1941-05-28,9.39,0
1941-05-29,9.38,0
1941-06-02,9.36,0
1941-06-03,9.47,0
1941-06-04,9.46,0
1941-06-05,9.5,0
1941-06-06,9.49,0
1941-06-09,9.66,0
1941-06-10,9.82,0
1941-06-11,9.82,0
1941-06-12,9.87,0
1941-06-13,9.85,0
1941-06-16,9.81,0
1941-06-17,9.89,0
1941-06-18,9.9,0
1941-06-19,9.88,0
1941-06-20,9.76,0
1941-06-23,9.95,0
1941-06-24,9.88,0
1941-06-25,9.9,0
1941-06-26,9.94,0
1941-06-27,9.89,0
1941-06-30,9.85,0
1941-07-01,9.82,0
1941-07-02,9.89,0
1941-07-03,9.91,0
1941-07-07,10.09,0
1941-07-08,10.28,0
1941-07-09,10.28,0
1941-07-10,10.31,0
1941-07-11,10.28,0
1941-07-14,10.3,0
1941-07-15,10.33,0
1941-07-16,10.28,0
1941-07-17,10.21,0
1941-07-18,10.25,0
1941-07-21,10.46,0
1941-07-22,10.45,0
1941-07-23,10.42,0
1941-07-24,10.36,0
1941-07-25,10.34,0
1941-07-28,10.47,0
1941-07-29,10.45,0
1941-07-30,10.4,0
1941-07-31,10.39,0
1941-08-01,10.34,0
1941-08-04,10.36,0
1941-08-05,10.36,0
1941-08-06,10.36,0
1941-08-07,10.34,0
1941-08-08,10.23,0
1941-08-11,10.14,0
1941-08-12,10.14,0
1941-08-13,10.09,0
1941-08-14,10.13,0
1941-08-15,10.03,0
1941-08-18,10.13,0
1941-08-19,10.14,0
1941-08-20,10.18,0
1941-08-21,10.17,0
1941-08-22,10.15,0
1941-08-25,10.17,0
1941-08-26,10.25,0
1941-08-27,10.26,0
1941-08-28,10.29,0
1941-08-29,10.28,0
1941-09-02,10.34,0
1941-09-03,10.27,0
1941-09-04,10.24,0
1941-09-05,10.21,0
1941-09-08,10.23,0
1941-09-09,10.2,0
1941-09-10,10.12,0
1941-09-11,10.23,0
1941-09-12,10.23,0
1941-09-15,10.24,0
1941-09-16,10.29,0
1941-09-17,10.47,0
1941-09-18,10.39,0
1941-09-19,10.29,0
1941-09-22,10.28,0
1941-09-23,10.32,0
1941-09-24,10.25,0
1941-09-25,10.12,0
1941-09-26,10.09,0
1941-09-29,10.13,0
1941-09-30,10.2,0
1941-10-01,10.17,0
1941-10-02,10.14,0
1941-10-03,10.13,0
1941-10-06,10.12,0
1941-10-07,10,0
1941-10-08,9.98,0
1941-10-09,9.84,0
1941-10-10,9.84,0
1941-10-14,9.78,0
1941-10-15,9.72,0
1941-10-16,9.58,0
1941-10-17,9.62,0
1941-10-20,9.71,0
1941-10-21,9.8,0
1941-10-22,9.76,0
1941-10-23,9.77,0
1941-10-24,9.82,0
1941-10-27,9.66,0
1941-10-28,9.65,0
1941-10-29,9.62,0
1941-10-30,9.62,0
1941-10-31,9.5,0
1941-11-03,9.59,0
1941-11-05,9.66,0
1941-11-06,9.58,0
1941-11-07,9.55,0
1941-11-10,9.48,0
1941-11-12,9.26,0
1941-11-13,9.21,0
1941-11-14,9.3,0
1941-11-17,9.28,0
1941-11-18,9.26,0
1941-11-19,9.34,0
1941-11-21,9.38,0
1941-11-24,9.4,0
1941-11-25,9.35,0
1941-11-26,9.27,0
1941-11-27,9.21,0
1941-11-28,9.12,0
1941-12-01,9.07,0
1941-12-02,9.26,0
1941-12-03,9.36,0
1941-12-04,9.38,0
1941-12-05,9.32,0
1941-12-08,8.97,0
1941-12-09,8.68,0
1941-12-10,8.68,0
1941-12-11,8.82,0
1941-12-12,8.73,0
1941-12-15,8.73,0
1941-12-16,8.71,0
1941-12-17,8.57,0
1941-12-18,8.49,0
1941-12-19,8.49,0
1941-12-22,8.4,0
1941-12-23,8.38,0
1941-12-24,8.39,0
1941-12-26,8.42,0
1941-12-29,8.37,0
1941-12-30,8.74,0
1941-12-31,8.69,0
1942-01-02,8.89,0
1942-01-05,9.09,0
1942-01-06,9.05,0
1942-01-07,9,0
1942-01-08,8.88,0
1942-01-09,8.85,0
1942-01-12,8.84,0
1942-01-13,9.02,0
1942-01-14,9.02,0
1942-01-15,9.04,0
1942-01-16,8.96,0
1942-01-19,8.96,0
1942-01-20,8.94,0
1942-01-21,8.81,0
1942-01-22,8.81,0
1942-01-23,8.84,0
1942-01-26,8.97,0
1942-01-27,8.99,0
1942-01-28,8.93,0
1942-01-29,8.91,0
1942-01-30,8.85,0
1942-02-02,8.84,0
1942-02-03,8.9,0
1942-02-04,8.97,0
1942-02-05,8.95,0
1942-02-06,8.85,0
1942-02-09,8.74,0
1942-02-10,8.62,0
1942-02-11,8.6,0
1942-02-13,8.62,0
1942-02-16,8.65,0
1942-02-17,8.49,0
1942-02-18,8.48,0
1942-02-19,8.5,0
1942-02-20,8.47,0
1942-02-24,8.52,0
1942-02-25,8.46,0
1942-02-26,8.52,0
1942-02-27,8.59,0
1942-03-02,8.47,0
1942-03-03,8.6,0
1942-03-04,8.51,0
1942-03-05,8.38,0
1942-03-06,8.16,0
1942-03-09,8.2,0
1942-03-10,8.14,0
1942-03-11,7.98,0
1942-03-12,7.98,0
1942-03-13,8.03,0
1942-03-16,8.12,0
1942-03-17,8.29,0
1942-03-18,8.21,0
1942-03-19,8.2,0
1942-03-20,8.11,0
1942-03-23,8.15,0
1942-03-24,8.22,0
1942-03-25,8.16,0
1942-03-26,8.13,0
1942-03-27,8.05,0
1942-03-30,8.06,0
1942-03-31,8.01,0
1942-04-01,8.05,0
1942-04-02,8.11,0
1942-04-06,8.2,0
1942-04-07,8.16,0
1942-04-08,8.12,0
1942-04-09,7.99,0
1942-04-10,7.98,0
1942-04-13,7.96,0
1942-04-14,7.83,0
1942-04-15,7.81,0
1942-04-16,7.82,0
1942-04-17,7.7,0
1942-04-20,7.79,0
1942-04-21,7.81,0
1942-04-22,7.79,0
1942-04-23,7.59,0
1942-04-24,7.55,0
1942-04-27,7.54,0
1942-04-28,7.47,0
1942-04-29,7.61,0
1942-04-30,7.66,0
1942-05-01,7.71,0
1942-05-04,7.77,0
1942-05-05,7.8,0
1942-05-06,7.79,0
1942-05-07,7.89,0
1942-05-08,7.89,0
1942-05-11,8,0
1942-05-12,7.94,0
1942-05-13,7.81,0
1942-05-14,7.79,0
1942-05-15,7.88,0
1942-05-18,7.94,0
1942-05-19,7.91,0
1942-05-20,7.89,0
1942-05-21,8.02,0
1942-05-22,8.01,0
1942-05-25,7.98,0
1942-05-26,8,0
1942-05-27,8.16,0
1942-05-28,8.18,0
1942-05-29,8.15,0
1942-06-01,8.19,0
1942-06-02,8.18,0
1942-06-03,8.24,0
1942-06-04,8.35,0
1942-06-05,8.37,0
1942-06-08,8.47,0
1942-06-09,8.39,0
1942-06-10,8.34,0
1942-06-11,8.37,0
1942-06-12,8.32,0
1942-06-15,8.38,0
1942-06-16,8.39,0
1942-06-17,8.53,0
1942-06-18,8.49,0
1942-06-19,8.4,0
1942-06-22,8.25,0
1942-06-23,8.25,0
1942-06-24,8.21,0
1942-06-25,8.22,0
1942-06-26,8.23,0
1942-06-29,8.28,0
1942-06-30,8.3,0
1942-07-01,8.23,0
1942-07-02,8.36,0
1942-07-03,8.44,0
1942-07-06,8.53,0
1942-07-07,8.51,0
1942-07-08,8.72,0
1942-07-09,8.81,0
1942-07-10,8.8,0
1942-07-13,8.73,0
1942-07-14,8.82,0
1942-07-15,8.83,0
1942-07-16,8.82,0
1942-07-17,8.72,0
1942-07-20,8.75,0
1942-07-21,8.77,0
1942-07-22,8.74,0
1942-07-23,8.62,0
1942-07-24,8.63,0
1942-07-27,8.63,0
1942-07-28,8.62,0
1942-07-29,8.48,0
1942-07-30,8.5,0
1942-07-31,8.56,0
1942-08-03,8.57,0
1942-08-04,8.55,0
1942-08-05,8.47,0
1942-08-06,8.46,0
1942-08-07,8.49,0
1942-08-10,8.48,0
1942-08-11,8.51,0
1942-08-12,8.51,0
1942-08-13,8.54,0
1942-08-14,8.58,0
1942-08-17,8.65,0
1942-08-18,8.73,0
1942-08-19,8.72,0
1942-08-20,8.69,0
1942-08-21,8.71,0
1942-08-24,8.73,0
1942-08-25,8.65,0
1942-08-26,8.54,0
1942-08-27,8.59,0
1942-08-28,8.61,0
1942-08-31,8.62,0
1942-09-01,8.62,0
1942-09-02,8.63,0
1942-09-03,8.62,0
1942-09-04,8.61,0
1942-09-08,8.68,0
1942-09-09,8.64,0
1942-09-10,8.58,0
1942-09-11,8.54,0
1942-09-14,8.55,0
1942-09-15,8.59,0
1942-09-16,8.6,0
1942-09-17,8.59,0
1942-09-18,8.66,0
1942-09-21,8.65,0
1942-09-22,8.68,0
1942-09-23,8.75,0
1942-09-24,8.86,0
1942-09-25,8.9,0
1942-09-28,8.89,0
1942-09-29,8.85,0
1942-09-30,8.85,0
1942-10-01,8.92,0
1942-10-02,9.05,0
1942-10-05,9.13,0
1942-10-06,9.13,0
1942-10-07,9.17,0
1942-10-08,9.3,0
1942-10-09,9.34,0
1942-10-13,9.45,0
1942-10-14,9.43,0
1942-10-15,9.31,0
1942-10-16,9.35,0
1942-10-19,9.35,0
1942-10-20,9.47,0
1942-10-21,9.46,0
1942-10-22,9.46,0
1942-10-23,9.43,0
1942-10-26,9.48,0
1942-10-27,9.39,0
1942-10-28,9.31,0
1942-10-29,9.3,0
1942-10-30,9.36,0
1942-11-02,9.48,0
1942-11-04,9.44,0
1942-11-05,9.46,0
1942-11-06,9.58,0
1942-11-09,9.69,0
1942-11-10,9.61,0
1942-11-12,9.63,0
1942-11-13,9.57,0
1942-11-16,9.48,0
1942-11-17,9.36,0
1942-11-18,9.4,0
1942-11-19,9.39,0
1942-11-20,9.48,0
1942-11-23,9.37,0
1942-11-24,9.35,0
1942-11-25,9.31,0
1942-11-27,9.34,0
1942-11-30,9.29,0
1942-12-01,9.28,0
1942-12-02,9.31,0
1942-12-03,9.34,0
1942-12-04,9.34,0
1942-12-07,9.3,0
1942-12-08,9.36,0
1942-12-09,9.36,0
1942-12-10,9.37,0
1942-12-11,9.37,0
1942-12-14,9.42,0
1942-12-15,9.44,0
1942-12-16,9.52,0
1942-12-17,9.69,0
1942-12-18,9.68,0
1942-12-21,9.68,0
1942-12-22,9.67,0
1942-12-23,9.7,0
1942-12-24,9.74,0
1942-12-28,9.65,0
1942-12-29,9.65,0
1942-12-30,9.76,0
1942-12-31,9.77,0
1943-01-04,9.92,0
1943-01-05,9.9,0
1943-01-06,9.89,0
